District,Parish,Sub County
KABAROLE,EAST,KIBIITO TOWN COUNCIL
KABAROLE,SOUTH EAST,KIBIITO TOWN COUNCIL
KABAROLE,SOUTH WEST,KIBIITO TOWN COUNCIL
KABAROLE,WEST,KIBIITO TOWN COUNCIL
KABAROLE,KICUUCU,KISOMORO
KABAROLE,KISOMORO,KISOMORO
KABAROLE,LYAMABWA,KISOMORO
KABAROLE,CENTRAL,RUBONA TOWN COUNCIL
KABAROLE,SOUTH,RUBONA TOWN COUNCIL
KABAROLE,WEST,RUBONA TOWN COUNCIL
KABAROLE,KADINDIMO,RWIMI
KABAROLE,KAINA,RWIMI
KABAROLE,KAKOGA,RWIMI
KABAROLE,CENTRAL,RWIMI TOWN COUNCIL
KABAROLE,EAST,RWIMI TOWN COUNCIL
KABAROLE,NYABWINA,RWIMI TOWN COUNCIL
KABAROLE,WEST,RWIMI TOWN COUNCIL
KABAROLE,CENTRAL,EASTERN DIVISION
KABAROLE,NORTH C,EASTERN DIVISION
KABAROLE,NORTH EAST A,EASTERN DIVISION
KABAROLE,NORTH EAST B,EASTERN DIVISION
KABAROLE,SOUTH EAST,EASTERN DIVISION
KABAROLE,NORTH A,WESTERN DIVISION
KABAROLE,NORTH B,WESTERN DIVISION
KABAROLE,SOUTH WEST,WESTERN DIVISION
KABAROLE,KARUBANDA,SOUTHERN DIVISION
KABAROLE,KIRIGIME,SOUTHERN DIVISION
KABAROLE,MWANJARI,SOUTHERN DIVISION
KABAROLE,RUSHAKI,SOUTHERN DIVISION
KABAROLE,KAZINGO,BUKUUKU
KABAROLE,KIGUMA,BUKUUKU
KABAROLE,NYAKITOJO,BUKUUKU
KABAROLE,BUSORO,BUSORO
KABAROLE,IBAALE,BUSORO
KABAROLE,KASWA,BUSORO
KABAROLE,RWENGAJU,BUSORO
KABAROLE,KABENDE,HAKIBAALE
KABAROLE,KAHANGI,HAKIBAALE
KABAROLE,KIBASI,HAKIBAALE
KABAROLE,KIBURARA,HAKIBAALE
KABAROLE,KITUULE,HAKIBAALE
KABAROLE,IBONDE,KARAGO TOWN COUNCIL
KABAROLE,KARAGO,KARAGO TOWN COUNCIL
KABAROLE,KITARASA,KARAGO TOWN COUNCIL
KABAROLE,BUTEBE,KARAMBI
KABAROLE,GWERI,KARAMBI
KABAROLE,KARAMBI,KARAMBI
KABAROLE,RUBINGO,KARAMBI
KABAROLE,KAMABALE,KARANGURA
KABAROLE,KIBWA,KARANGURA
KABAROLE,NYAKITOKOLI,KARANGURA
KABAROLE,ISUNGA,KASENDA
KABAROLE,KABATA,KASENDA
KABAROLE,KASENDA,KASENDA
KABAROLE,NYABWEYA,KASENDA
KABAROLE,RWANKENZI,KASENDA
KABAROLE,BWANIKA,KICWAMBA
KABAROLE,KIHONDO,KICWAMBA
KABAROLE,NYANTABOOMA,KICWAMBA
KABAROLE,KASIISI,KIKO TOWN COUNCIL
KABAROLE,KIKO,KIKO TOWN COUNCIL
KABAROLE,KYANYAWARA,KIKO TOWN COUNCIL
KABAROLE,NYABUBAALE,KIKO TOWN COUNCIL
KABAROLE,BUKWALI,EASTERN DIVISION
KABAROLE,KITUMBA,EASTERN DIVISION
KABAROLE,NJARA,EASTERN DIVISION
KABAROLE,NYAKAGONGO,EASTERN DIVISION
KABAROLE,BAZAAR,SOUTHERN DIVISION
KABAROLE,KASUSU,SOUTHERN DIVISION
KABAROLE,KIJANJU,SOUTHERN DIVISION
KABAROLE,KAGOTE,WESTERN DIVISION
KABAROLE,KIBIMBA,WESTERN DIVISION
KABAROLE,NYABUKARA,WESTERN DIVISION
KABAROLE,RWENGOMA,WESTERN DIVISION
KABAROLE,BUSOTA,SOUTHERN DIVISION
KABAROLE,KAMULI  NAMWENDWA,SOUTHERN DIVISION
KABAROLE,MANDWA,SOUTHERN DIVISION
KABAROLE,MULAMBA,SOUTHERN DIVISION
KABAROLE,NANKULYAKU,SOUTHERN DIVISION
KABAROLE,KAPCHESIY,EASTERN DIVISION
KABAROLE,KAPCHESOMBE,EASTERN DIVISION
KABAROLE,KAPLAK,EASTERN DIVISION
KABAROLE,KIRWOKO,EASTERN DIVISION
KABAROLE,KWEEN,EASTERN DIVISION
KABAROLE,KWOTI,EASTERN DIVISION
KABAROLE,SIRON,EASTERN DIVISION
KABAROLE,TERYET,EASTERN DIVISION
KABAROLE,BASAR,WESTERN DIVISION
KABAROLE,KABAT,WESTERN DIVISION
KABAROLE,KAPENGURIA,WESTERN DIVISION
KABAROLE,KAPKWINGI,WESTERN DIVISION
KABAROLE,KAPLELKO,WESTERN DIVISION
KABAROLE,KAPNYIKEW,WESTERN DIVISION
KABAROLE,KAPTERET,WESTERN DIVISION
KABAROLE,KAPTUL,WESTERN DIVISION
KABAROLE,KULULU,WESTERN DIVISION
KABAROLE,BIKUNYA,KARAMBI
KABAROLE,BUHUNA,KARAMBI
KABAROLE,KAMASASA,KARAMBI
KABAROLE,KARAMBI,KARAMBI
KABAROLE,KISOLHOLHO,KARAMBI
KABAROLE,KITUTI,KARAMBI
KABAROLE,APA,SOUTHERN DIVISION
KABAROLE,MENGO,SOUTHERN DIVISION
KABAROLE,NYANGILIA,SOUTHERN DIVISION
KABAROLE,GODIA,WESTERN DIVISION
KABAROLE,ABUBUR,SOUTHERN DIVISION
KABAROLE,APUTON,SOUTHERN DIVISION
KABAROLE,ATERAI,SOUTHERN DIVISION
KABAROLE,BOMA,SOUTHERN DIVISION
KABAROLE,KANYUM,SOUTHERN DIVISION
KABAROLE,KELIM,SOUTHERN DIVISION
KABAROLE,OLUNGIA,SOUTHERN DIVISION
KABAROLE,TANK,SOUTHERN DIVISION
KABAROLE,KAKINDU,EASTERN DIVISION
KABAROLE,KANSEERA,EASTERN DIVISION
KABAROLE,KASAANA,EASTERN DIVISION
KABAROLE,KAWEERI,EASTERN DIVISION
KABAROLE,KAWUMULWA,EASTERN DIVISION
KABAROLE,KYATEREKERA,EASTERN DIVISION
KABAROLE,BUSAALE,SOUTHERN DIVISION
KABAROLE,GAYAZA,SOUTHERN DIVISION
KABAROLE,KATTABALANGA,SOUTHERN DIVISION
KABAROLE,KIRUNGI,SOUTHERN DIVISION
KABAROLE,KISEKENDE,SOUTHERN DIVISION
KABAROLE,LWABAGABO,SOUTHERN DIVISION
KABAROLE,BIWANGA,WESTERN DIVISION
KABAROLE,KASENYI CALTEX,WESTERN DIVISION
KABAROLE,KATOGO,WESTERN DIVISION
KABAROLE,KATOMA,WESTERN DIVISION
KABAROLE,KAYINJA,WESTERN DIVISION
KABAROLE,MIJUNWA,WESTERN DIVISION
KABAROLE,NABIKAKALA,WESTERN DIVISION
KABAROLE,NAKAYIMA,WESTERN DIVISION
KABAROLE,KYAMATE,EASTERN DIVISION
KABAROLE,PARK,EASTERN DIVISION
KABAROLE,KAHUNGA,WESTERN DIVISION
KABAROLE,MUKO,WESTERN DIVISION
KABAROLE,KANYINYA,SOUTHERN DIVISION
KABAROLE,KIGAAGA,SOUTHERN DIVISION
KABAROLE,NDORERO,SOUTHERN DIVISION
KABAROLE,RWAKABENGO,SOUTHERN DIVISION
KABAROLE,KARANGARO,WESTERN DIVISION
KABAROLE,KINYASANO,WESTERN DIVISION
KABAROLE,KITIMBA,WESTERN DIVISION
KABAROLE,NORTHERN A,WESTERN DIVISION
KABAROLE,AGIP,EASTERN DIVISION
KABAROLE,AKISIM,EASTERN DIVISION
KABAROLE,CENTRAL,EASTERN DIVISION
KABAROLE,KENGERE,EASTERN DIVISION
KABAROLE,MORUAPESUR,EASTERN DIVISION
KABAROLE,NAKATUNYA,WESTERN DIVISION
KABAROLE,ODERAI  MAJENGO,WESTERN DIVISION
KABAROLE,PAMBA,WESTERN DIVISION
KABAROLE,SENIOR QUARTERS,WESTERN DIVISION
KABAROLE,AMAGORO A,EASTERN DIVISION
KABAROLE,AMAGORO B,EASTERN DIVISION
KABAROLE,KASOLI,EASTERN DIVISION
KABAROLE,NYANGOLE,EASTERN DIVISION
KABAROLE,AGURURU A,WESTERN DIVISION
KABAROLE,AGURURU B,WESTERN DIVISION
KABAROLE,BISON MAGURIA,WESTERN DIVISION
KABAROLE,CENTRAL,WESTERN DIVISION
KABERAMAIDO,ABALANG,ALWA
KABERAMAIDO,ORIAMO,ALWA
KABERAMAIDO,PALATAU,ALWA
KABERAMAIDO,ABIRABIRA,APERKIRA
KABERAMAIDO,APERKIRA,APERKIRA
KABERAMAIDO,OKAPEL,APERKIRA
KABERAMAIDO,OLELAI,APERKIRA
KABERAMAIDO,ACANPI,KABERAMAIDO
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO
KABERAMAIDO,KAMUK,KABERAMAIDO
KABERAMAIDO,ALEM,KABERAMAIDO TOWN COUNCIL
KABERAMAIDO,ARARAK,KABERAMAIDO TOWN COUNCIL
KABERAMAIDO,MAJENGO,KABERAMAIDO TOWN COUNCIL
KABERAMAIDO,KABALKWERU,KOBULUBULU
KABERAMAIDO,KATINGE,KOBULUBULU
KABERAMAIDO,OGERAI,KOBULUBULU
KABERAMAIDO,OKILLE,KOBULUBULU
KABERAMAIDO,KAGAA,OCHERO
KABERAMAIDO,KANYALAM,OCHERO
KABERAMAIDO,SWAGERE,OCHERO
KABERAMAIDO,ANYARA,ANYARA
KABERAMAIDO,OGWOLO,ANYARA
KABERAMAIDO,OMID,ANYARA
KABERAMAIDO,APAPAI,APAPAI
KABERAMAIDO,KAMIDAKAN,APAPAI
KABERAMAIDO,OUSIA,APAPAI
KABERAMAIDO,KIBIMO,BULULU
KABERAMAIDO,OBUR,BULULU
KABERAMAIDO,OCERAKUL,BULULU
KABERAMAIDO,KAKURE,KAKURE
KABERAMAIDO,OPUNGURE,KAKURE
KABERAMAIDO,OYOMAI,KAKURE
KABERAMAIDO,KADINYA,KALAKI
KABERAMAIDO,KAKERE,KALAKI
KABERAMAIDO,KALAKI,KALAKI
KABERAMAIDO,KAMUDA,KALAKI
KABERAMAIDO,AMORU,OTUBOI
KABERAMAIDO,KADIE,OTUBOI
KABERAMAIDO,LWALA,OTUBOI
KABERAMAIDO,OPILITOK,OTUBOI
KAGADI,BURORA,BURORA
KAGADI,KAYEMBE,BURORA
KAGADI,NYAMIGISA,BURORA
KAGADI,NYAMUKAIKURU,BURORA
KAGADI,KISUURA,BWIKARA
KAGADI,MAIRIRWE,BWIKARA
KAGADI,NYAKARONGO,BWIKARA
KAGADI,NYAMASA,BWIKARA
KAGADI,KABAMBA,KABAMBA
KAGADI,KIRYANJAGI,KABAMBA
KAGADI,NYAKASOZI,KABAMBA
KAGADI,RUSEKERE,KABAMBA
KAGADI,BUKUNGWE,KAGADI
KAGADI,BUSIRABO,KAGADI
KAGADI,KANYANGOMA,KAGADI
KAGADI,KENGA,KAGADI
KAGADI,KIHAYURA,KAGADI
KAGADI,CENTRAL,KAGADI  TOWN COUNCIL
KAGADI,KIBANGA,KAGADI  TOWN COUNCIL
KAGADI,KIRABA,KAGADI  TOWN COUNCIL
KAGADI,KITEGWA,KAGADI  TOWN COUNCIL
KAGADI,KYOMUKAMA,KAGADI  TOWN COUNCIL
KAGADI,MAMBUGU,KAGADI  TOWN COUNCIL
KAGADI,KICUCUURA,KIRYANGA
KAGADI,KIKONDA,KIRYANGA
KAGADI,KIRYANGA,KIRYANGA
KAGADI,KITOORO,KIRYANGA
KAGADI,HAMUGYI,KYAKABADIIMA
KAGADI,KAMUYANGE,KYAKABADIIMA
KAGADI,KANYABEBE,KYAKABADIIMA
KAGADI,KYAKABADIIMA,KYAKABADIIMA
KAGADI,ISUNGA,KYANAISOKE
KAGADI,KAHUNDE,KYANAISOKE
KAGADI,KAMUROZA,KYANAISOKE
KAGADI,KYANAISOKE,KYANAISOKE
KAGADI,BUSWAKA,KYATEREKERA
KAGADI,KYATEREKERA,KYATEREKERA
KAGADI,NYANTONZI,KYATEREKERA
KAGADI,WANGEYO,KYATEREKERA
KAKUMIRO,IGAYAZA,BIREMBO
KAKUMIRO,KISIIJA,BIREMBO
KAKUMIRO,KYAKARONGO,BIREMBO
KAKUMIRO,NYANSIMBI,BIREMBO
KAKUMIRO,GAYAZA,BWANSWA
KAKUMIRO,KASINGO,BWANSWA
KAKUMIRO,KIHUMURO,BWANSWA
KAKUMIRO,KIHURUMBA,BWANSWA
KAKUMIRO,LUBAYA,BWANSWA
KAKUMIRO,NKONDO,BWANSWA
KAKUMIRO,KATATEMWA,KAKINDO
KAKUMIRO,KIHUUNA,KAKINDO
KAKUMIRO,KIKOORA,KAKINDO
KAKUMIRO,KISAIGI,KAKINDO
KAKUMIRO,RUKUNYU,KAKINDO
KAKUMIRO,CENTRAL,KAKUMIRO  TOWN COUNCIL
KAKUMIRO,KABWORO,KAKUMIRO  TOWN COUNCIL
KAKUMIRO,KANYAWAWA,KAKUMIRO  TOWN COUNCIL
KAKUMIRO,MASONDE,KAKUMIRO  TOWN COUNCIL
KAKUMIRO,SEMWEMA,KAKUMIRO  TOWN COUNCIL
KAKUMIRO,KAKAYO,KASAMBYA
KAKUMIRO,KIKAADA,KASAMBYA
KAKUMIRO,KYEBANDO,KASAMBYA
KAKUMIRO,MITEMBO,KASAMBYA
KAKUMIRO,BUHONDA,KISIITA
KAKUMIRO,KATIKARA,KISIITA
KAKUMIRO,KISIITA,KISIITA
KAKUMIRO,MWITANZIGE,KISIITA
KAKUMIRO,BINIKIRA,MPASAANA
KAKUMIRO,BUJAJA,MPASAANA
KAKUMIRO,MASURWA,MPASAANA
KAKUMIRO,MPASAANA,MPASAANA
KAKUMIRO,MPONGO,MPASAANA
KAKUMIRO,RWAMATA,MPASAANA
KAKUMIRO,BURUUKO,NALWEYO
KAKUMIRO,KIJWENGE,NALWEYO
KAKUMIRO,KYABEYA,NALWEYO
KAKUMIRO,MASAKA,NALWEYO
KAKUMIRO,ISUNGA,NKOOKO
KAKUMIRO,KALANGALA,NKOOKO
KAKUMIRO,KIBIJJO,NKOOKO
KAKUMIRO,KITEGURA,NKOOKO
KAKUMIRO,KITUTUMA,NKOOKO
KAKUMIRO,KYABAKAMBA,NKOOKO
KAKUMIRO,NSAANA,NKOOKO
KAKUMIRO,RUBUMBO,NKOOKO
KAKUMIRO,SAZIKE,NKOOKO
KAKUMIRO,BUTUUTI,KASAMBYA
KAKUMIRO,KABBO,KASAMBYA
KAKUMIRO,KAMUSONGOLE,KASAMBYA
KAKUMIRO,KASAMBYA,KASAMBYA
KAKUMIRO,KASAMBYA TOWN BOARD,KASAMBYA
KAKUMIRO,KIROLERO,KASAMBYA
KAKUMIRO,KYAKASA,KASAMBYA
KAKUMIRO,LWEGULA,KASAMBYA
KAKUMIRO,MUYINAYINA,KASAMBYA
KAKUMIRO,NKINGA,KASAMBYA
KALANGALA,BUJUMBA,BUJUMBA
KALANGALA,BUNYAMA,BUJUMBA
KALANGALA,BWENDERO,BUJUMBA
KALANGALA,MULABANA,BUJUMBA
KALANGALA,KALANGALA A,KALANGALA TOWN COUNCIL
KALANGALA,KALANGALA B,KALANGALA TOWN COUNCIL
KALANGALA,BBETA,MUGOYE
KALANGALA,KAGULUBE,MUGOYE
KALANGALA,KAYUNGA,MUGOYE
KALANGALA,BUBEKE,BUBEKE
KALANGALA,JAANA,BUBEKE
KALANGALA,BUFUMIRA,BUFUMIRA
KALANGALA,LULAMBA,BUFUMIRA
KALANGALA,BUWANGA,KYAMUSWA
KALANGALA,BUZINGO,KYAMUSWA
KALANGALA,BUGGALA,MAZINGA
KALANGALA,BUTULUME,MAZINGA
KALIRO,BUDOMERO,BUDOMERO
KALIRO,BULUMBA,BUDOMERO
KALIRO,KIYUNGA,BUDOMERO
KALIRO,BUKAMBA,BUKAMBA
KALIRO,NANGALA,BUKAMBA
KALIRO,NAWAMPITI,BUKAMBA
KALIRO,BUMANYA,BUMANYA
KALIRO,KASULETA,BUMANYA
KALIRO,KYANI,BUMANYA
KALIRO,BUYINDA,BUYINDA
KALIRO,WANGOBO,BUYINDA
KALIRO,BUPYANA,GADUMIRE
KALIRO,BUSULUMBA,GADUMIRE
KALIRO,BUYUGE,GADUMIRE
KALIRO,GADUMIRE,GADUMIRE
KALIRO,ISALO,GADUMIRE
KALIRO,PANYOLO,GADUMIRE
KALIRO,BUDINI,KALIRO TOWN COUNCIL
KALIRO,BUKUMANKOOLA,KALIRO TOWN COUNCIL
KALIRO,BUYUNGA,KALIRO TOWN COUNCIL
KALIRO,LUMBUYE,KALIRO TOWN COUNCIL
KALIRO,NAIGOMBWA,KALIRO TOWN COUNCIL
KALIRO,BWAYUYA,KASOKWE
KALIRO,KASOKWE,KASOKWE
KALIRO,KISINDA,KISINDA
KALIRO,LUBUULO,KISINDA
KALIRO,BUGONZA,NAMUGONGO
KALIRO,BUTEGE,NAMUGONGO
KALIRO,NABIKOOLI,NAMUGONGO
KALIRO,NAMUKOOGE,NAMUGONGO
KALUNGU,BUGONZI,BUKULULA
KALUNGU,KASAALI,BUKULULA
KALUNGU,KITI,BUKULULA
KALUNGU,KYAMBALA,BUKULULA
KALUNGU,LUSANGO,BUKULULA
KALUNGU,LUSASA,BUKULULA
KALUNGU,MABUYE,BUKULULA
KALUNGU,MUKOKO,BUKULULA
KALUNGU,BULAWULA,KALUNGU
KALUNGU,BWASANDEKU,KALUNGU
KALUNGU,KALIIRO,KALUNGU
KALUNGU,KASANJE,KALUNGU
KALUNGU,KIBISI,KALUNGU
KALUNGU,KITAMBA,KALUNGU
KALUNGU,NABUTONGWA,KALUNGU
KALUNGU,NTALE,KALUNGU
KALUNGU,VILLAMARIA,KALUNGU
KALUNGU,KALUNGU,KALUNGU TOWN COUNCIL
KALUNGU,KIKUKUMBI,KALUNGU TOWN COUNCIL
KALUNGU,KISAAWA,KALUNGU TOWN COUNCIL
KALUNGU,LUSAANA,KALUNGU TOWN COUNCIL
KALUNGU,BAKIJULULA,KYAMULIBWA
KALUNGU,BUSOGA,KYAMULIBWA
KALUNGU,KABAALE,KYAMULIBWA
KALUNGU,KIGASA,KYAMULIBWA
KALUNGU,KITOSI,KYAMULIBWA
KALUNGU,KYAMULIBWA,KYAMULIBWA
KALUNGU,EAST,KYAMULIBWA TOWN COUNCIL
KALUNGU,WEST,KYAMULIBWA TOWN COUNCIL
KALUNGU,BBAJJA,LUKAYA TOWN COUNCIL
KALUNGU,CENTRAL,LUKAYA TOWN COUNCIL
KALUNGU,KALIRO,LUKAYA TOWN COUNCIL
KALUNGU,MAGEZI  KIZUNGU,LUKAYA TOWN COUNCIL
KALUNGU,BUGOMOLA,LWABENGE
KALUNGU,BWESA,LWABENGE
KALUNGU,KIBISI,LWABENGE
KALUNGU,KIRAGGA,LWABENGE
KAMPALA,KABOWA,CENTRAL DIVISION
KAMPALA,KAWOTTO,CENTRAL DIVISION
KAMPALA,KIKAWULA,CENTRAL DIVISION
KAMPALA,NAKAZADDE,CENTRAL DIVISION
KAMPALA,NAMENGO,CENTRAL DIVISION
KAMPALA,BULIGO,CENTRAL DIVISION
KAMPALA,KASOKOSO,CENTRAL DIVISION
KAMPALA,NABIDONGHA,CENTRAL DIVISION
KAMPALA,NABIDONGHA PRISON,CENTRAL DIVISION
KAMPALA,NAKAVULE,CENTRAL DIVISION
KAMPALA,WALUGOGO,CENTRAL DIVISION
KAMPALA,CENTRAL EAST,CENTRAL DIVISION
KAMPALA,CENTRAL WEST,CENTRAL DIVISION
KAMPALA,MAGWA,CENTRAL DIVISION
KAMPALA,OLD BOMA,CENTRAL DIVISION
KAMPALA,BUTOBERE,CENTRAL DIVISION
KAMPALA,CENTRAL,CENTRAL DIVISION
KAMPALA,NYABIKONI,CENTRAL DIVISION
KAMPALA,NYAKAHITA,CENTRAL DIVISION
KAMPALA,BUKESA,CENTRAL DIVISION
KAMPALA,CIVIC CENTRE,CENTRAL DIVISION
KAMPALA,INDUSTRIAL AREA,CENTRAL DIVISION
KAMPALA,KAGUGUBE,CENTRAL DIVISION
KAMPALA,KAMWOKYA I,CENTRAL DIVISION
KAMPALA,KAMWOKYA II,CENTRAL DIVISION
KAMPALA,KISENYI I,CENTRAL DIVISION
KAMPALA,KISENYI II,CENTRAL DIVISION
KAMPALA,KISENYI III,CENTRAL DIVISION
KAMPALA,BWAISE I,KAWEMPE DIVISION
KAMPALA,BWAISE II,KAWEMPE DIVISION
KAMPALA,BWAISE III,KAWEMPE DIVISION
KAMPALA,KANYANYA,KAWEMPE DIVISION
KAMPALA,KAWEMPE I,KAWEMPE DIVISION
KAMPALA,KAWEMPE II,KAWEMPE DIVISION
KAMPALA,KAZO ANGOLA,KAWEMPE DIVISION
KAMPALA,KIKAAYA,KAWEMPE DIVISION
KAMPALA,KOMAMBOGA,KAWEMPE DIVISION
KAMPALA,BUKASA,MAKINDYE DIVISION
KAMPALA,BUZIGA,MAKINDYE DIVISION
KAMPALA,GGABA,MAKINDYE DIVISION
KAMPALA,KABALAGALA,MAKINDYE DIVISION
KAMPALA,KANSANGA,MAKINDYE DIVISION
KAMPALA,KATWE I,MAKINDYE DIVISION
KAMPALA,KATWE II,MAKINDYE DIVISION
KAMPALA,KIBULI,MAKINDYE DIVISION
KAMPALA,KIBUYE I,MAKINDYE DIVISION
KAMPALA,BANDA,NAKAWA DIVISION
KAMPALA,BUGOLOBI,NAKAWA DIVISION
KAMPALA,BUKOTO I,NAKAWA DIVISION
KAMPALA,BUKOTO II,NAKAWA DIVISION
KAMPALA,BUTABIKA,NAKAWA DIVISION
KAMPALA,ITEK,NAKAWA DIVISION
KAMPALA,KISWA,NAKAWA DIVISION
KAMPALA,KIWATULE,NAKAWA DIVISION
KAMPALA,KYAMBOGO,NAKAWA DIVISION
KAMPALA,BUSEGA,RUBAGA DIVISION
KAMPALA,KABOWA,RUBAGA DIVISION
KAMPALA,KASUBI,RUBAGA DIVISION
KAMPALA,LUBAGA,RUBAGA DIVISION
KAMPALA,LUBYA,RUBAGA DIVISION
KAMPALA,LUNGUJJA,RUBAGA DIVISION
KAMPALA,MUTUNDWE,RUBAGA DIVISION
KAMPALA,NAJJANANKUMBI I,RUBAGA DIVISION
KAMPALA,NAJJANANKUMBI II,RUBAGA DIVISION
KAMPALA,BARAWA,CENTRAL DIVISION
KAMPALA,CHEMONGES,CENTRAL DIVISION
KAMPALA,CHEPSIKIROI,CENTRAL DIVISION
KAMPALA,KAPSINDA,CENTRAL DIVISION
KAMPALA,KAWOWO,CENTRAL DIVISION
KAMPALA,KOKWOMURYA,CENTRAL DIVISION
KAMPALA,BASE CAMP,CENTRAL DIVISION
KAMPALA,KAMAIBA,CENTRAL DIVISION
KAMPALA,KIREMBE,CENTRAL DIVISION
KAMPALA,NYAKABINGO II,CENTRAL DIVISION
KAMPALA,RAILWAY,CENTRAL DIVISION
KAMPALA,TOWN CENTRE,CENTRAL DIVISION
KAMPALA,TOWN,CENTRAL DIVISION
KAMPALA,WESTLAND A,CENTRAL DIVISION
KAMPALA,WESTLAND B,CENTRAL DIVISION
KAMPALA,KOTIDO CENTRAL,CENTRAL DIVISION
KAMPALA,KOTIDO EAST,CENTRAL DIVISION
KAMPALA,KOTIDO NORTH,CENTRAL DIVISION
KAMPALA,KOTIDO RURAL,CENTRAL DIVISION
KAMPALA,KOTIDO WEST,CENTRAL DIVISION
KAMPALA,NARIKAPET,CENTRAL DIVISION
KAMPALA,BAZAAR,CENTRAL DIVISION
KAMPALA,IREDA EAST,CENTRAL DIVISION
KAMPALA,IREDA WEST,CENTRAL DIVISION
KAMPALA,SENIOR QUARTERS,CENTRAL DIVISION
KAMPALA,TE-OBIA,CENTRAL DIVISION
KAMPALA,CIVIC,CENTRAL DIVISION
KAMPALA,SOUTHERN,CENTRAL DIVISION
KAMPALA,WESTERN,CENTRAL DIVISION
KAMPALA,CENTRAL,CENTRAL DIVISION
KAMPALA,KATAKALA,CENTRAL DIVISION
KAMPALA,NAKIBANGA,CENTRAL DIVISION
KAMPALA,WEST,CENTRAL DIVISION
KAMPALA,GGULU,CENTRAL DIVISION
KAMPALA,NAMUMIRA ANTHONY,CENTRAL DIVISION
KAMPALA,NSUUBE KAUGA,CENTRAL DIVISION
KAMPALA,NTAAWO,CENTRAL DIVISION
KAMPALA,CENTRAL,CENTRAL DIVISION
KAMPALA,JUKIA HILL,CENTRAL DIVISION
KAMPALA,NAMTHIN,CENTRAL DIVISION
KAMPALA,CENTRAL,CENTRAL DIVISION
KAMPALA,KIKONI,CENTRAL DIVISION
KAMULI,BUGUMBA,NORTHERN DIVISION
KAMULI,IGAMBA,NORTHERN DIVISION
KAMULI,MUTUKULA,NORTHERN DIVISION
KAMULI,NKAATU,NORTHERN DIVISION
KAMULI,NKONO,NORTHERN DIVISION
KAMULI,KIJUGUTA,NORTHERN DIVISION
KAMULI,LOWER BUGONGI,NORTHERN DIVISION
KAMULI,RUTOOMA,NORTHERN DIVISION
KAMULI,UPPER BUGONGI,NORTHERN DIVISION
KAMULI,KARUBANDA,SOUTHERN DIVISION
KAMULI,KIRIGIME,SOUTHERN DIVISION
KAMULI,MWANJARI,SOUTHERN DIVISION
KAMULI,RUSHAKI,SOUTHERN DIVISION
KAMULI,BAZAAR,SOUTHERN DIVISION
KAMULI,KASUSU,SOUTHERN DIVISION
KAMULI,KIJANJU,SOUTHERN DIVISION
KAMULI,BALAWOLI,BALAWOLI
KAMULI,KAGUMBA,BALAWOLI
KAMULI,KASOLWE,BALAWOLI
KAMULI,KAWAAGA,BALAWOLI
KAMULI,KIBUYE,BALAWOLI
KAMULI,KIIGE,BALAWOLI
KAMULI,NABULEZI,BALAWOLI
KAMULI,NAMAIRA,BALAWOLI
KAMULI,BUKUUTU,BULOPA
KAMULI,BULOPA,BULOPA
KAMULI,MPAKITONYI,BULOPA
KAMULI,NAGAMULI,BULOPA
KAMULI,NAGWENYI,BULOPA
KAMULI,BUGEYWA,BUTANSI
KAMULI,BUTANSI,BUTANSI
KAMULI,NAIBOWA,BUTANSI
KAMULI,NALUWOLI,BUTANSI
KAMULI,BUDHATEMWA,KITAYUNJWA
KAMULI,BUGANZA,KITAYUNJWA
KAMULI,BUTENDE,KITAYUNJWA
KAMULI,KITAYUNJWA,KITAYUNJWA
KAMULI,NAMAGANDA,KITAYUNJWA
KAMULI,NAMISAMBYA I,KITAYUNJWA
KAMULI,NAWANGO,KITAYUNJWA
KAMULI,NABIRUMBA I,NABWIGULU
KAMULI,NABIRUMBA II,NABWIGULU
KAMULI,NABWIGULU,NABWIGULU
KAMULI,NAMUNYINGI,NABWIGULU
KAMULI,BWIIZA,NAMASAGALI
KAMULI,KASOZI,NAMASAGALI
KAMULI,KISAIKYE,NAMASAGALI
KAMULI,NAMASAGALI,NAMASAGALI
KAMULI,BUGONDHA,NAMWENDWA
KAMULI,BULANGE,NAMWENDWA
KAMULI,BULOGO,NAMWENDWA
KAMULI,ISINGO,NAMWENDWA
KAMULI,KIDIKI,NAMWENDWA
KAMULI,KINU,NAMWENDWA
KAMULI,KYEEYA,NAMWENDWA
KAMULI,MAKOKA,NAMWENDWA
KAMULI,NAMWENDWA,NAMWENDWA
KAMULI,BUGULUMBYA,BUGULUMBYA
KAMULI,BUSANDHA,BUGULUMBYA
KAMULI,KASAMBIRA,BUGULUMBYA
KAMULI,NAKIBUNGULYA,BUGULUMBYA
KAMULI,NAWANENDE,BUGULUMBYA
KAMULI,BUTEME,KISOZI
KAMULI,KAKIRA,KISOZI
KAMULI,KAKUNYU,KISOZI
KAMULI,KISOZI,KISOZI
KAMULI,KIYUNGA,KISOZI
KAMULI,LWANYAMA,KISOZI
KAMULI,MAGOGO,KISOZI
KAMULI,NAMAGANDA,KISOZI
KAMULI,NANKANDULO,KISOZI
KAMULI,BUGONDHA,MBULAMUTI
KAMULI,BULUUYA,MBULAMUTI
KAMULI,KIYUNGA,MBULAMUTI
KAMULI,MBULAMUTI,MBULAMUTI
